PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L
124983,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Very favorable,Very unfavorable,Don't know
124984,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
124985,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
124986,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
124987,Jordan, ,Satisfied, , ,Somewhat good,Worsen a lot,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable
124988,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Very good,Improve a lot,Better off,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
124989,Jordan, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Don't know,Somewhat favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
124990,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
124991,Jordan, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
124992,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable,Very favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know
124993,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable
124994,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
124995,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Don't know,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
124996,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable
124997,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Worsen a little,Better off,Very unfavorable,Somewhat unfavorable,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
124998,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
124999,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very bad,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
125000,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable
125001,Jordan, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Refused,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125002,Jordan, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Don't know,Very unfavorable,Very favorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable
125003,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Same (Volunteered),Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
125004,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Remain the same,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125005,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125006,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
125007,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Somewhat favorable,Very unfavorable
125008,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Don't know,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
125009,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
125010,Jordan, ,Satisfied, , ,Don't know,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125011,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Refused,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable
125012,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Worse off,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125013,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable
125014,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
125015,Jordan, ,Dissatisfied, , ,Somewhat good,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
125016,Jordan, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Remain the same,Better off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Somewhat favorable,Very unfavorable
125017,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable
125018,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
125019,Jordan, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable
125020,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
125021,Jordan, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
125022,Jordan, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Don't know
125023,Jordan, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Don't know,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125024,Jordan, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Worsen a lot,Worse off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable
125025,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125026,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable
125027,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Don't know
125028,Jordan, ,Dissatisfied, , ,Very bad,Improve a lot,Don't know,Don't know,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125029,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
125030,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
125031,Jordan, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125032,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
125033,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable
125034,Jordan, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable
125035,Jordan, ,Satisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Improve a little,Better off,Don't know,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125036,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very favorable, ,Very unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable
125037,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Refused,Very unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125038,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat unfavorable,Don't know,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable
125039,Jordan, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Don't know,Somewhat favorable,Very unfavorable,Don't know,Don't know,Somewhat unfavorable, ,Very unfavorable,Very favorable,Don't know,Very unfavorable
125040,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable
125041,Jordan, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Don't know,Don't know,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Somewhat favorable,Very unfavorable
125042,Jordan, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
125043,Jordan, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable
125044,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Don't know,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
125045,Jordan, ,Dissatisfied, , ,Very bad,Improve a little,Very bad,Don't know,Worse off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125046,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Same (Volunteered),Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable
125047,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
125048,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Worse off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
125049,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very bad,Worsen a little,Worse off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125050,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
125051,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
125052,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125053,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Very favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable
125054,Jordan, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable
125055,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable
125056,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125057,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know
125058,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
125059,Jordan, ,Dissatisfied, , ,Somewhat good,Worsen a little,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Don't know,Don't know,Somewhat unfavorable,Very unfavorable,Don't know,Don't know, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
125060,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
125061,Jordan, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
125062,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
125063,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
125064,Jordan, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
125065,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
125066,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125067,Jordan, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
125068,Jordan, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
125069,Jordan, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable
125070,Jordan, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
125071,Jordan, ,Don't know, , ,Very bad,Worsen a little,Very bad,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
125072,Jordan, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Don't know,Better off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
125073,Jordan, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Don't know,Don't know,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable
