PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G
129189,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very favorable,Very favorable,Somewhat favorable
129190,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable
129191,China, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
129192,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
129193,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
129194,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
129195,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
129196,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable
129197,China, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129198,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
129199,China, ,Satisfied, , ,Somewhat good,Improve a little,Very bad,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
129200,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable
129201,China, ,Satisfied, , ,Somewhat good,Improve a little,Very bad,Improve a lot,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Don't know,Don't know,Don't know,Somewhat unfavorable
129202,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
129203,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129204,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129205,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129206,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129207,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129208,China, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129209,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129210,China, ,Satisfied, , ,Somewhat good,Improve a little,Don't know,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129211,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129212,China, ,Satisfied, , ,Somewhat good,Improve a lot,Don't know,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129213,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129214,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129215,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129216,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
129217,China, ,Satisfied, , ,Somewhat good,Improve a little,Don't know,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know
129218,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
129219,China, ,Satisfied, , ,Somewhat good,Remain the same,Very bad,Worsen a little,Don't know,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129220,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129221,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129222,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129223,China, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable
129224,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129225,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
129226,China, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
129227,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129228,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129229,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
129230,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129231,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129232,China, ,Satisfied, , ,Somewhat good,Improve a little,Very bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129233,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Don't know,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable
129234,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very unfavorable
129235,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
129236,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
129237,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable
129238,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable
129239,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable
129240,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129241,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129242,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable
129243,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129244,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129245,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129246,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Don't know,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129247,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129248,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129249,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129250,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
129251,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129252,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129253,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129254,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129255,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129256,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129257,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129258,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129259,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
129260,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129261,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable
129262,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable
129263,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
129264,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
129265,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129266,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
129267,China, ,Satisfied, , ,Somewhat good,Remain the same,Don't know,Remain the same,Better off,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
129268,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Don't know,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129269,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable
129270,China, ,Satisfied, , ,Somewhat good,Improve a little,Don't know,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable
129271,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129272,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable
129273,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable
129274,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable
129275,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129276,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable
129277,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129278,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129279,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129280,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
129281,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
129282,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Very unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129283,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
129284,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129285,China, ,Satisfied, , ,Somewhat good,Improve a lot,Don't know,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
129286,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129287,China, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129288,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129289,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable
129290,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129291,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129292,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129293,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129294,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129295,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129296,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129297,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable
129298,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129299,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129300,China, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129301,China, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
129302,China, ,Satisfied, , ,Very good,Improve a lot,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129303,China, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a lot,Worse off,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129304,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129305,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129306,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
129307,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Worsen a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129308,China, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129309,China, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Worsen a little,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129310,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129311,China, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129312,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
129313,China, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
129314,China, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
129315,China, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
