PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
118251,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, , 
118252,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118253,Brazil, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable, , 
118254,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, , 
118255,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118256,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118257,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118258,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, , 
118259,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
118260,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Very bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118261,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable, , 
118262,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Don't know,Don't know,Somewhat unfavorable,Somewhat favorable, , 
118263,Brazil, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , 
118264,Brazil, ,Satisfied, , ,Somewhat good,Remain the same,Very good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
118265,Brazil, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118266,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , 
118267,Brazil, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Don't know,Don't know, , 
118268,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Don't know,Somewhat favorable,Somewhat favorable,Don't know,Very unfavorable,Don't know,Don't know,Don't know, , 
118269,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118270,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118271,Brazil, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable, , 
118272,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Very good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
118273,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118274,Brazil, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
118275,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118276,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118277,Brazil, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
118278,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118279,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Don't know,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118280,Brazil, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, , 
118281,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118282,Brazil, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
118283,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable, , 
118284,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118285,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , 
118286,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118287,Brazil, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Worsen a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118288,Brazil, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118289,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118290,Brazil, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118291,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know, , 
118292,Brazil, ,Dissatisfied, , ,Don't know,Worsen a lot,Somewhat bad,Don't know,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable, , 
118293,Brazil, ,Satisfied, , ,Very good,Improve a lot,Very good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118294,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
118295,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know, , 
118296,Brazil, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118297,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
118298,Brazil, ,Satisfied, , ,Very bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118299,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118300,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118301,Brazil, ,Dissatisfied, , ,Very bad,Improve a lot,Somewhat bad,Improve a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
118302,Brazil, ,Satisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
118303,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118304,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, , 
118305,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
118306,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
118307,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
118308,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118309,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a lot,Worse off,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118310,Brazil, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118311,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable, , 
118312,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118313,Brazil, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , 
118314,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118315,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118316,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
118317,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat bad,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
118318,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118319,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a lot,Very bad,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, , 
118320,Brazil, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Don't know,Don't know,Somewhat favorable,Somewhat favorable, , 
118321,Brazil, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118322,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118323,Brazil, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, , 
118324,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
118325,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118326,Brazil, ,Don't know, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
118327,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know, , 
118328,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable, , 
118329,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
118330,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118331,Brazil, ,Satisfied, , ,Very good,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, , 
118332,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
118333,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable, , 
118334,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable, , 
118335,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118336,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118337,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable, , 
118338,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable, , 
118339,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118340,Brazil, ,Dissatisfied, , ,Very good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable, , 
118341,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Very good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118342,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118343,Brazil, ,Satisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, , 
118344,Brazil, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118345,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118346,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118347,Brazil, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118348,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118349,Brazil, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118350,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very good,Improve a lot,Better off,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
118351,Brazil, ,Dissatisfied, , ,Very good,Improve a little,Very good,Improve a lot,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118352,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, , 
118353,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, , 
118354,Brazil, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118355,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat good,Improve a lot,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
118356,Brazil, ,Satisfied, , ,Very good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable, , 
118357,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Somewhat favorable,Somewhat favorable, , 
118358,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a lot,Better off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
118359,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118360,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know,Don't know,Don't know,Don't know, , 
118361,Brazil, ,Dissatisfied, , ,Don't know,Remain the same,Somewhat good,Improve a lot,Better off,Very unfavorable,Very unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Don't know, , 
118362,Brazil, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a lot,Worse off,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable, , 
118363,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable, , 
118364,Brazil, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, , 
118365,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable, , 
118366,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
118367,Brazil, ,Satisfied, , ,Somewhat good,Improve a little,Very good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, , 
118368,Brazil, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a lot,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, , 
